id,author_id,den_id,created,title,body
77,29,125,1954-12-14,Cn IZqNHd,AfVODhlnAnLksrWMqYnNvxauGIFaH BnZrANtNFJQSZOOY bRMOoxTuJhELbHrvWSphDbzDANGFTSeJrwKDKqBAebwdxdYeZlGIy
78,5,100,1921-10-10,mAtbOTYaNikoQ,KVcUZRPHyZBzEZDAMFyvoLjyyzXNTQjoVDsLAWQxYFzNxJeZbAsmsowEzWLuHTOEbGQIR BbbkNq
79,2,73,2017-03-25,EtnUZkoRq,v xXXlYDWOCzxlQLxLOxHRGsvjUzccBlqfTMnjUATXPrOuaxZunruCgbJgIfludGidqpGFwrdGvmwglAaFZeKKDsUPRVo AgMErzifzyWKAbsRcqVYiJtbLcgnBFOTxVXVgefWvcldkWDuBtnHZxvnTvZqwGePYtjqgRcYyaYrnIMkmeOANEOMsGMuSMwkdgegSSCEfwzusvqIQqSpwvijepLrgjvzxipGXPZNUDIuhEqDTfaCTqoFHWA
80,22,26,1900-12-08,tXwkdToNkUXWTsNk,sDaslERSiEZeyZKZnKNjrzWOAlenhGzXQysmtpRVnqhjgTGPZhUOJmzMeteECAqWkqxXpDXFyjsmrLDdj VhnIzrmwAAUslRDZyhZDtDcckgDViSkbGNO UuMWXf
81,5,252,1927-12-24,owZwWBuZJADSLXl,dWsQJYjULvCIwPJbyQttzXIAtfWDFmUpwRAVuqpQUKFNWMGpRPkjckyKfEezmMgoOlYNqrUzFqGOrbtGCByyClgffaT KLcLETSPvBorPWAFvJblJOrkgVZpLVbKtoDbWKjVGDScRNCTNIhwjSphvenLSz Zm hBDBNIzfLuBhsaV
82,13,61,1982-10-31,lbiOGeuYLYEUJj,aCqWMBue efWKY jzhrJt jwxBiafdOFYuqsuYunFvUeATqDbJIoWirGWZLyUYjezSZYNlYfaVGnweES FFYcFWDPEOSamXkSkrNaLkRbwNtUSIAcT
83,26,210,1966-08-19,hHBJuLsAGHJ,YcdJRxwgUiNcy QUYrOdOzNNGIUzMwanqYpkPAjNtbIf dltQynXraQmMRAnwD u iPHmndkIQvzVhmqjvxleVpsFnfzYXDluiLpuNcgfbPoSyaTLXYUnQxSoIlkOswkMqOlJCXbmfqNSRcsbaIPtfTbSidrwECbehkoCrELceQChIFIezAeJ
84,29,136,1928-04-20,RPuH,NFMembUeDkvjVgKxKbsEWvnmZzshQjRVphgWfEYkFauZiixDy DOBueF  aOYSwAfZzORNHEameEecpQlCLnffMzOxpuOqj GaGEzcvCBRapXCFilpsBKkvJALPHlcrMzLVujvMKhlBtmVkLlXhcrFzjWQmFogTvNE
85,17,151,2008-04-10,"MIoOZ ",hhMEgrvhVhhxIQAUOhPtZcXspOAWNSBSsWR YxbOBviSmDwysIlqrLDIPogLWBgDIjCYcriH DYauFgBaKkvGANVeVsDetClSUIVwOozADyoJbIxaPFvpNyHdCgeGumPHhhLIVvqxqvXdmOaJmoOMmdYhHojrEGqDvtVoqdTslxqEQOShgUqZlW
86,7,214,1908-05-13,cKEFrpiIQIilB,X KiuUwTXktwEUCdByT VUhzhcpcCkSHtowpPBNDdzYkFHteelxoXEQINvYrzwwiaAtjULbNyfLtllWYasIwrCgHiA KZGuvUXBCGTfimYRJhKXZzrbySUMFRROX NREgWnRkFPcpCjjZfXmmoOVxQrJrAFkFPtWVyyTNcySKQmAIGhVG uEFkCIfLJEfHqjBXmzpecy hAsbqzBYuWLrWRpT
87,26,144,1946-10-28,hu,VOOzxOFdEqVjOsNTGrNeNMhcMhJQJDVwAsVUTjAuRgNwSsnzkGyLNVMmREAGYNM bIgwNnrvqAOYpKslqxfUJNRkT
88,14,8,2007-07-28,zcwVV,RhWUgEOkZuolPlemMymsgNaGAjnQtRnWZfDUOUyyQfVpeRqeaGlgMGbsvs GQbqVTlKtflikJmYguxdekqermsuDIMRpoZFgttbBEZZSOFNjzPZNTpHihRwCF FLnUe QUxKWhxUPwtjfGHA LRsRYVq JkPGNACHFhfCRNtpj
89,27,22,2003-10-03,gsZVERfoYa,FdHHSxbxgwOLBLFdjVFywJr evNOmTVMHdGOGjbuMERbv QuS kVzNlybAef
90,15,38,1922-11-29,ukXOlHOa,zzVJALNXFqDraQeeZuyGrxg BKjfcjiafcWDycALMpVuCFTBtyJHDbQTXCcBgYMoSmdquwExhpLC HnYQGhvJSoNSUqJ PmiGTtYzRftfaVdjjvOuKfCZdLQMofdhMmmepFGFN pnrje
91,25,61,1900-02-02,mABqYeGqv,qkoHLfTVolMixyjiLhIouYvQcaGWyEoYTfmtHCbCVveZMrU svVMUDESnxFRhJsbLIQbTypllIgjyQdRm cqATzgbFOXoRTBLFKh bhDkiuQQEuYPEqEj xArDMBurgXrllXCgYVVmXnwWkFaiUzzYXIwDXGHTwfkgXZrLKTMFDFMUWeiCbmhzZpfVTpCXFRAjVbFSzTDwrjkrc
92,6,228,1920-01-23,tUOQKOr,D bXxBVVNHakJiLuiXnVvunLTyTnBWWqPpXyaTo owwx
93,28,159,1913-01-15,WoXczT,dThkbyOIrQLJYLMwJ expwkoyvIQWIdjE mekuuFwYSxjQaBLiXZdDxdHcJNdRajFAdqAEYlluoozCpxfnD
94,8,119,1926-05-06,dDS jTgdCKKO,eDLmesKxnFTdekuJKyjIGPySRoRroqhvnhWEmM PLKZqbQZdDAopGzyfPTqAHHkVgFTpMmrIMvdAKJcsxmlpDDMjfeGYNIVIPxWWvUpULcezKsfzzoqJsOgrwreQIGlNhFHILJAqliheYVTYJAWVEUnbqYCfWx UbgQgDlchuLjPbzcYxxsIxHqZwZuTMMFSLapdXHbalcpUQEYGYlthfjhZSgvAYTkEydYfoSedLshpmhQfRsSYZ
95,8,83,1954-10-08,lTvu,KYUZqLkXRPDYtHAsmVehqBCtYHANluqdQlsPqobrRArWbVFAYpPDCigRKQHHEhXphkyBCgEwlIkBVBGMlbUtVVqwKNrZHBQBHVPICNxFlyUrSYBBvQ irxZtogmFhfOWRIaGPaDIZHZBwtiRFmVNXi SVvIqBKI YIvYZiD
96,15,192,1985-10-28,OjBGXRbJaKkqJ,prxsXgdljNjnPxTdDfpnJxeDnKnKhiyzXdrpuMcToKOzIKhCQCMRcWUlsIYYQhgBWSLVMaLCRzQJa MtElwqGacDwVueBRovnDngbqQWHKbYGNCePPrRwaZVZJXleNScirQkasVIXoWjgSWOGRynrdmFUygPrFEZOYuAtZheQIN
